,OTU,Kingdom,Phylum,Class,Order,Family,Genus,Oliver35,Oliver36,Oliver40,Oliver41,Oliver42,Oliver46,Oliver47,Oliver48,Oliver104,Oliver105,Oliver106,Oliver107,Oliver108,Oliver109,Oliver116,Oliver117,Oliver118,Oliver119,Oliver120,Oliver121,Oliver128,Oliver129,Oliver130,Oliver131,Oliver132,Oliver133
634,OTU0639,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Planctomycetaceae ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
635,OTU0640,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,OTU0641,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,4,0,0,0,3,0,0,0
637,OTU0642,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Parvibaculum,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
638,OTU0643,Bacteria,unclassified,unclassified,unclassified,unclassified,Malawimonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0
639,OTU0644,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0
640,OTU0645,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,unclassified,unclassified Acidimicrobiaceae,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0
641,OTU0646,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cytophagaceae,Spirosoma,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,OTU0647,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,OTU0648,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Planctomycetaceae ,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
644,OTU0649,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,OTU0650,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7
646,OTU0651,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,Paenibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,OTU0652,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Filimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,OTU0653,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,OTU0654,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified Gammaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,OTU0655,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Unclassified Sandaracinus,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,OTU0656,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter ,5,3,2,0,5,3,2,3,0,0,0,0,3,0,0,0,0,0,5,2,0,2,0,0,0,0
652,OTU0657,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,OTU0658,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,OTU0659,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,OTU0660,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,OTU0661,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,OTU0662,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,0,2,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,OTU0663,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,OTU0664,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,OTU0665,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Stella,4,4,0,0,9,0,2,2,0,0,0,4,4,0,0,0,0,3,0,2,7,4,7,0,0,0
661,OTU0666,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified Myxococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,OTU0667,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
663,OTU0669,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
664,OTU0670,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,OTU0671,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,OTU0672,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,OTU0673,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,OTU0674,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,OTU0675,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,OTU0676,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,OTU0677,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,Sorangiineae,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,OTU0678,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,OTU0679,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,OTU0680,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
675,OTU0681,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,OTU0682,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,Actinomadura,5,5,2,5,17,0,3,11,0,0,4,11,13,0,0,0,2,13,3,7,4,7,10,0,0,0
677,OTU0683,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,OTU0684,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,0,0,0,0,5,0,2,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,4,0
679,OTU0685,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,OTU0686,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
681,OTU0687,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,8,0,7,6,6,0,20,10,0,0,10,13,3,0,0,0,0,10,6,5,2,10,0,0,0,0
682,OTU0688,Bacteria,unclassified,unclassified,unclassified,unclassified,Uncultured Pseudomonadaceae,2,2,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0
683,OTU0689,Bacteria,unclassified,unclassified,unclassified,unclassified,Uncultured Rhizobium,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
684,OTU0690,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,OTU0691,Bacteria,unclassified,unclassified,unclassified,unclassified,Uncultured Clostridium,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,OTU0692,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified Gammaproteobacteria,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
687,OTU0694,Bacteria,Actinobacteria,Actinobacteria,Solirubrobacterales,Conexibacteraceae,Conexibacter,35,3,9,5,19,0,15,21,0,0,8,21,14,0,0,0,9,16,7,2,5,21,15,0,0,0
688,OTU0695,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacteria_Gp1_order_incertae_sedis,Acidobacteria_Gp1_family_incertae_sedis,Acidobacteria_Gp1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
689,OTU0696,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,OTU0697,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
691,OTU0698,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,OTU0700,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,OTU0701,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified Gammaproteobacteria,0,0,6,0,4,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0
694,OTU0702,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,OTU0703,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,OTU0704,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,OTU0705,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Caulobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,OTU0706,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified, Actinobacterium,2,4,0,0,0,0,3,2,0,0,0,2,0,0,0,0,3,4,3,3,0,3,0,0,0,0
699,OTU0707,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,OTU0708,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,Paenibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
701,OTU0709,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,OTU0710,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0
703,OTU0711,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,0,0,0,0,4,4,18,8,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0
704,OTU0712,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas_Armatimonadetes_gp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,OTU0713,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter ,16,10,5,7,11,4,2,10,0,0,2,6,6,0,0,0,0,2,2,2,5,0,3,0,0,0
706,OTU0714,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,OTU0715,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,OTU0716,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified,Paenibacillus,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,OTU0717,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,OTU0718,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,Actinobacterium,137,8,54,16,22,6,36,8,0,0,10,15,17,0,0,0,9,4,12,0,7,14,13,0,0,0
711,OTU0719,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,OTU0720,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Thioalkalispiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,OTU0722,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,13,6,6,0,17,0,7,0,0,0,0,8,2,0,0,0,4,7,8,2,2,5,4,0,3,0
714,OTU0723,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,OTU0724,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified Gammaproteobacteria,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,OTU0725,Bacteria,TM7,TM7_class_incertae_sedis,TM7_order_incertae_sedis,TM7_family_incertae_sedis,TM7_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,OTU0726,Bacteria,unclassified,unclassified,unclassified,unclassified,Uncultured Anaerolineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,OTU0727,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Fluviicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,OTU0728,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified Sphingobacter,5,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
720,OTU0729,Bacteria,unclassified,unclassified,unclassified,unclassified,Bdellovibrio,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,OTU0730,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,OTU0731,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Schlesneria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
723,OTU0732,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,OTU0733,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
725,OTU0734,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,unclassified,unclassified Chlamydiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,OTU0735,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified Betaproteobacteria,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,OTU0736,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified Rhizobiaceae,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0
728,OTU0737,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_order_incertae_sedis,Spartobacteria_family_incertae_sedis,Spartobacteria_genera_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,OTU0738,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,OTU0739,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
731,OTU0740,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Anaeromyxobacter,3,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
732,OTU0741,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_order_incertae_sedis,Alphaproteobacteria_family_incertae_sedis,Rhizomicrobium,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
733,OTU0742,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Planctomycetaceae ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,OTU0743,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Planctomycetaceae ,19,19,2,0,0,0,0,0,4,37,0,0,2,3,0,0,0,0,0,2,0,0,0,4,0,102
735,OTU0744,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,OTU0745,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,OTU0746,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Rhizomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,OTU0747,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,7,0,4,0,8,0,2,2,0,0,0,0,0,0,0,0,0,6,0,2,0,3,5,0,9,0
739,OTU0748,Bacteria,OD1,OD1_class_incertae_sedis,OD1_order_incertae_sedis,OD1_family_incertae_sedis,OD1_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,OTU0749,Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified Verrucomicrobia,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
741,OTU0750,Bacteria,unclassified,unclassified,unclassified,unclassified,uncultured Planctomycetaceae ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,OTU0751,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,8,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
743,OTU0752,Bacteria,Verrucomicrobia,Subdivision3,Subdivision3_order_incertae_sedis,Subdivision3_family_incertae_sedis,3_genus_incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,OTU0753,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified Gammaproteobacteria,3,0,5,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
745,OTU0754,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,OTU0755,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,OTU0756,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
748,OTU0757,Bacteria,Acidobacteria,Acidobacteria_Gp3,Acidobacteria_Gp3_order_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Acidobacteria_Gp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,OTU0758,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,unclassified Rhodospirillaceae,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
750,OTU0759,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,Chitinophaga,15,4,3,0,8,0,7,27,0,0,0,5,0,0,0,0,5,11,17,2,7,18,0,0,3,0
751,OTU0760,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,7,18,5,0,7,7,5,0,0,0,0,0,0,0,0,26,2,0,6,4,5,3,2,0,0,37
752,OTU0761,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,OTU0762,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
754,OTU0763,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,OTU0764,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
756,OTU0765,Bacteria,Acidobacteria,Acidobacteria_Gp3,Acidobacteria_Gp3_order_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Acidobacteria_Gp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,OTU0766,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,OTU0767,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified,unclassified Sphingobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
